property_type,sector,bedroom,bathroom,balcony,floorNum,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_score,price
0,101,3,3,3,2,4,1423.0,0,0,0,2,1.33
0,89,3,4,3,0,4,1945.238095238095,0,0,0,2,1.9
1,90,2,3,3,1,0,900.0,0,0,0,1,0.82
0,75,3,3,3,0,3,2724.4444444444443,1,0,0,2,3.49
0,103,3,3,2,2,3,2166.6666666666665,0,0,2,1,0.92
0,97,4,4,3,2,3,2600.0,1,0,0,1,2.17
0,72,3,3,4,1,4,2666.6666666666665,0,0,0,2,3.7
0,95,4,4,3,2,3,2166.6666666666665,1,0,0,1,1.4
1,55,6,6,3,2,0,2880.0,1,1,1,0,4.45
0,107,1,1,1,2,1,343.8095238095238,0,0,0,1,0.25
0,1,4,5,4,1,1,5247.619047619047,1,0,0,1,5.25
0,80,2,2,2,2,4,990.7142857142856,0,0,0,1,0.53
0,61,3,3,4,2,0,1700.0,0,0,2,2,1.5
0,29,3,4,4,2,2,3200.9523809523807,1,1,2,2,4.25
0,97,2,2,2,2,3,1822.2222222222224,1,0,0,2,1.31
0,93,2,2,2,0,3,1298.3333333333333,0,0,2,2,1.0
0,97,3,4,2,2,3,1650.0,1,0,0,1,1.2
1,79,3,3,2,1,2,1440.0,0,0,2,1,2.25
1,7,4,4,1,1,0,900.0,0,0,0,1,1.2
0,8,4,6,4,2,3,1535.0,1,0,0,0,1.4
0,111,2,2,2,0,3,694.4444444444445,0,0,0,2,0.35
0,107,2,2,2,2,1,716.6666666666666,0,0,0,2,0.36
1,7,2,2,1,1,0,555.5555555555555,0,0,0,1,0.35
0,44,2,2,3,2,1,610.0,0,0,0,2,0.55
0,54,5,6,4,0,3,7444.444444444444,1,0,1,2,15.0
0,44,3,3,2,1,4,1438.888888888889,0,0,0,1,1.1
0,92,3,4,4,2,1,2406.6666666666665,1,0,2,0,2.4
1,50,4,4,2,1,2,1935.0,1,1,0,1,5.75
0,89,3,3,2,2,3,1794.1428571428569,0,0,0,2,1.69
1,22,2,5,3,2,2,1440.0,0,0,0,1,3.5
0,99,2,2,1,0,1,120.44444444444444,0,0,0,2,1.15
0,96,3,3,3,2,3,1650.0,0,0,2,0,1.24
1,33,9,9,4,1,0,3240.0,1,1,2,2,11.25
0,105,4,3,0,0,4,2040.0,0,0,0,1,1.25
0,73,3,3,3,2,3,1600.0,1,0,2,1,2.25
0,20,5,5,2,1,2,2555.555555555556,0,1,1,2,1.7
0,101,3,1,0,1,1,1103.0,0,0,0,1,1.1
0,55,3,4,4,2,0,2159.0,0,0,0,1,2.7
0,109,2,2,1,1,1,576.8801587301587,0,0,0,2,0.32
0,80,3,3,2,1,4,1456.6666666666663,0,0,0,2,1.13
0,43,3,3,4,2,3,1890.0,1,0,0,0,1.4
1,30,6,8,4,1,3,2844.0,1,1,1,1,13.0
0,61,4,4,2,2,0,2075.460317460317,1,0,1,0,6.75
0,76,2,2,2,1,3,777.7777777777777,0,0,0,1,0.56
1,47,3,3,0,1,0,117.0,0,0,0,1,0.7
0,96,3,3,3,2,3,1832.468253968254,1,0,0,1,1.49
0,4,3,3,3,0,3,2350.5714285714284,1,0,2,0,2.35
0,98,3,3,1,0,3,1900.0,0,0,2,0,1.55
0,43,3,3,4,1,3,1844.68253968254,1,0,0,1,1.43
1,33,5,6,4,2,0,5000.0,0,0,0,1,8.95
0,9,2,2,3,2,3,1387.9047619047617,0,0,0,2,1.02
1,102,2,2,2,1,2,36.66666666666666,0,0,0,1,0.22
0,89,3,3,3,0,3,1348.095238095238,0,0,2,1,1.2
0,55,3,3,3,2,0,2005.5555555555557,1,0,0,2,1.9
1,55,6,6,3,2,0,2880.0,1,1,1,2,4.4
0,83,4,4,4,0,3,2508.611111111111,1,0,0,1,3.9
1,64,5,4,3,1,3,2700.0,1,0,0,1,8.0
0,89,3,4,4,2,3,2046.5714285714284,1,0,0,0,1.93
0,11,3,4,4,2,3,1797.0,1,0,0,0,1.72
0,92,3,4,4,2,3,2511.1111111111118,1,0,0,2,2.35
1,31,4,4,4,1,2,3771.0,0,0,0,1,4.6
0,97,2,3,3,0,3,1420.0,0,0,2,0,1.18
0,4,2,2,2,0,3,827.8571428571428,0,0,0,2,0.97
0,4,3,3,4,1,3,1464.4761904761904,0,0,0,1,1.75
0,81,2,2,4,2,1,1311.9047619047617,0,0,0,2,1.1
0,105,2,2,3,1,4,845.7936507936507,0,0,0,1,0.78
0,78,3,3,2,0,3,1427.7142857142856,0,0,2,1,1.28
0,4,3,3,3,2,3,1492.857142857143,1,0,2,1,1.39
0,39,2,2,3,2,4,84.93333333333332,0,0,0,2,1.08
0,85,2,2,1,2,1,1555.5555555555554,0,0,0,1,1.5
0,25,3,4,4,2,2,1737.1428571428569,1,0,0,2,1.55
1,20,1,1,0,1,2,2250.0,0,0,0,1,4.6
0,96,3,3,3,0,3,1832.1428571428569,1,0,0,2,0.9
0,103,3,3,4,2,0,2144.4444444444443,1,0,0,2,1.2
1,18,3,3,3,2,3,900.0,0,0,0,1,0.38
0,89,2,2,3,2,1,80.52380952380952,0,0,0,2,1.1
0,87,2,2,2,2,1,1488.888888888889,0,0,0,2,1.0
0,97,4,4,3,1,3,2600.0,0,0,0,1,2.1
0,17,5,4,4,1,1,2955.555555555556,0,0,1,1,3.72
0,111,2,2,4,0,3,1318.2380952380952,0,0,2,1,1.1
1,81,4,4,4,1,1,2332.0,1,0,2,0,6.5
0,72,3,2,2,1,4,630.0,0,0,0,1,0.42
0,9,2,2,2,2,3,543.3333333333334,0,0,0,1,0.28
0,111,2,2,3,2,3,1094.7619047619046,0,0,0,2,0.67
1,11,4,4,4,1,1,5400.0,1,0,2,1,5.65
0,68,3,3,3,2,3,2400.0,1,0,2,0,3.0
0,15,3,4,4,0,4,2103.5714285714284,1,0,0,1,1.65
0,107,3,3,2,2,3,1800.0,0,0,0,1,0.72
0,73,3,3,3,1,3,1524.206349206349,1,0,2,0,2.36
0,95,3,3,2,2,3,1569.7619047619046,0,0,2,2,1.4
0,98,3,2,1,1,1,1529.0476190476188,0,0,0,2,1.25
0,37,2,2,1,1,2,734.4444444444445,0,0,2,2,0.85
0,4,2,2,2,0,1,747.2619047619047,0,0,0,2,0.97
0,11,4,1,0,1,1,3008.0,0,0,0,1,1.6
1,93,4,3,0,1,3,3240.0,0,0,0,1,6.5
0,11,3,3,4,0,3,1583.3333333333333,0,0,0,2,1.4
0,33,2,2,2,0,2,1120.0,0,1,0,2,1.35
1,46,5,5,0,1,3,3660.0,0,0,0,1,5.15
0,75,3,3,2,1,3,200.0,0,0,0,1,1.2
0,4,3,4,2,0,3,1587.0785714285714,1,0,2,0,1.91
0,111,3,2,3,2,3,1210.0,0,0,0,2,0.87
0,11,3,3,1,2,0,2418.8888888888887,0,0,0,1,1.38
0,78,3,3,2,0,3,1427.7142857142856,0,0,0,2,1.4
0,105,4,3,2,2,3,1719.0476190476188,0,0,0,1,0.8
1,49,8,5,4,2,2,3240.0,1,1,2,1,9.0
0,105,3,3,1,1,3,711.1111111111111,0,0,0,1,0.42
0,111,2,2,1,0,3,650.4983566666667,0,0,0,1,0.42
0,74,2,3,3,1,3,1330.0,1,0,2,2,1.5
1,36,2,1,0,1,0,1100.0,0,0,0,1,0.55
0,44,4,3,3,0,3,2024.5,1,0,0,1,1.8
0,101,3,2,3,1,1,997.9523809523808,0,0,0,1,1.16
0,96,3,2,4,2,1,1221.428571428571,0,0,2,2,0.94
0,105,3,3,3,0,3,1791.3888888888887,1,0,2,2,1.55
0,101,3,3,2,2,1,1581.111111111111,0,0,0,1,1.25
0,2,3,3,4,2,0,1923.484126984127,1,0,0,1,0.92
0,55,3,4,3,0,0,2251.0,1,0,2,0,2.65
0,80,3,5,3,1,1,2166.6666666666665,0,0,0,2,1.8
0,69,3,2,3,2,4,1534.0714285714284,0,0,0,0,2.1
0,101,3,2,3,2,1,1550.0,0,0,0,1,1.1
0,10,2,2,2,0,3,1505.0,0,0,0,1,0.7
0,58,2,2,1,2,3,1006.6666666666666,0,0,0,1,0.71
0,105,3,2,3,2,3,1239.5238095238094,0,0,0,1,0.65
0,65,2,2,1,2,3,1527.7777777777778,0,0,2,1,2.2
0,99,3,3,4,2,3,1673.8095238095236,0,0,2,1,1.4
0,55,5,6,4,0,3,3218.238095238095,1,0,0,1,4.21
0,50,3,2,3,2,2,1673.8095238095236,0,0,0,1,2.5
0,92,3,3,4,0,3,1928.9523809523807,1,0,1,0,2.25
0,73,4,4,4,1,3,2194.4444444444443,1,0,1,0,2.79
1,93,4,4,4,2,3,3900.0,1,0,1,2,7.0
0,105,3,3,2,1,3,1067.6190476190477,0,0,0,1,0.5
0,109,2,2,1,2,1,552.2222222222222,0,0,0,1,0.27
0,87,3,3,3,2,3,1735.0,0,0,0,1,1.4
0,39,2,2,2,2,4,1275.0,0,0,0,1,1.1
0,105,3,3,4,0,3,1221.18,0,0,0,2,0.82
0,96,2,2,4,0,3,1085.7142857142856,0,0,0,2,0.54
0,6,4,4,4,2,3,2849.9999999999995,1,0,0,0,2.65
0,25,1,1,1,2,0,450.0,0,0,2,1,0.4
0,43,3,3,3,1,3,1595.0952380952378,0,0,0,1,1.27
0,25,3,3,4,2,2,1610.4761904761904,0,0,1,2,1.4
1,31,4,4,4,1,3,9000.0,1,1,2,0,23.0
0,103,4,4,4,2,3,2004.0476190476188,0,0,0,1,1.75
0,111,2,2,2,0,3,615.5555555555555,0,0,2,1,0.32
0,97,2,2,3,0,3,1660.0,0,0,0,1,1.2
0,10,3,3,4,2,3,1750.0,1,0,2,0,1.55
0,97,4,4,4,2,3,2225.0,0,0,0,1,2.03
1,31,5,5,3,1,2,4518.0,1,1,2,2,13.5
0,92,4,4,4,2,1,2598.4761904761904,1,0,1,0,3.45
0,63,4,4,4,2,2,2000.0,0,0,2,2,1.99
0,73,3,4,3,2,3,1833.3333333333333,1,1,1,0,2.3
1,19,2,2,2,2,2,1426.0,0,0,0,1,1.5
1,30,10,10,3,2,2,3159.0,0,0,2,2,9.0
0,87,3,4,4,2,3,1809.5238095238092,1,0,2,0,1.08
0,92,3,3,4,2,3,1881.1428571428569,1,0,1,0,2.21
0,98,2,2,2,2,2,572.8786777777776,0,0,0,1,0.5
0,63,4,4,3,2,3,2000.0,1,0,2,1,2.05
0,111,2,2,1,1,3,535.3246266666666,0,0,0,1,0.26
0,6,1,1,2,1,3,301.0,0,0,0,2,0.26
0,111,2,2,1,2,1,644.4444444444445,0,0,0,1,0.32
0,94,4,4,4,1,1,2178.904761904761,1,0,1,0,2.85
0,14,4,5,3,2,3,3076.190476190476,1,0,0,0,3.7
0,92,1,1,2,2,3,444.44444444444446,0,0,0,1,0.38
0,93,4,3,0,1,3,1800.0,0,0,0,1,1.45
0,1,2,2,2,2,1,833.3333333333333,0,0,2,1,1.0
0,34,2,2,2,0,4,955.9533333333331,0,0,0,2,1.1
0,81,2,2,3,0,0,1425.7142857142856,0,0,2,1,1.3
1,92,1,1,0,1,3,1095.0,0,0,0,1,0.89
0,11,3,3,3,0,3,1550.0,0,0,0,2,1.7
0,73,3,3,3,2,3,2815.6190476190477,1,0,2,2,4.95
0,95,3,3,2,0,3,1569.7619047619046,0,0,0,1,1.08
0,92,2,2,2,0,3,1260.0,0,0,2,0,0.95
0,92,1,1,1,0,3,366.4206349206349,0,0,1,2,0.31
0,95,3,2,1,2,3,1653.4523809523807,1,1,1,0,1.25
0,82,4,4,3,2,0,2126.190476190476,1,0,0,1,1.35
0,98,3,3,3,0,0,1746.190476190476,1,0,2,0,1.3
0,4,3,3,3,2,3,1413.095238095238,1,0,0,1,1.4
0,75,3,4,2,0,3,2200.0,1,0,2,0,3.05
0,70,2,2,2,0,1,1364.6161904761902,1,0,0,2,2.1
0,9,3,3,3,2,3,1750.0,0,0,2,1,1.2
0,97,2,2,3,2,3,1300.0,0,0,2,0,1.2
0,94,3,3,4,1,3,1668.2777777777778,0,0,2,1,1.85
0,111,2,2,3,2,1,827.7777777777777,0,0,0,2,0.55
0,60,3,4,4,1,2,2682.6190476190477,0,0,0,2,6.5
0,87,4,4,4,1,3,1800.0,1,0,1,1,1.55
1,83,5,6,4,2,3,6300.0,1,1,2,0,8.5
0,105,4,4,3,2,3,2517.777777777778,1,0,0,2,1.18
0,74,3,4,2,2,3,1850.0,1,0,2,0,1.9
0,78,4,5,4,0,3,2909.7142857142853,0,0,0,1,3.25
0,95,3,3,3,2,3,1600.0,1,0,2,0,1.73
0,79,2,2,1,1,3,700.0,0,0,0,1,0.36
0,4,3,3,3,0,3,1314.5285714285717,1,0,0,2,1.54
1,49,2,9,4,2,0,1620.0,1,0,2,1,4.25
1,90,3,1,0,1,0,550.0,0,0,0,1,0.62
1,54,4,4,3,2,0,2700.0,1,1,2,0,6.4
0,63,3,2,3,2,2,1584.9206349206347,0,1,0,2,1.7
0,80,3,5,0,1,3,1950.0,0,0,0,1,1.75
1,8,5,4,4,0,1,4000.0,1,1,0,0,5.6
0,59,4,4,3,1,0,2100.0,0,0,0,1,1.55
0,107,2,2,1,2,3,610.193531111111,0,0,2,2,0.31
0,92,3,3,4,2,3,1474.3650793650793,0,0,0,2,1.4
0,65,2,2,1,2,3,1432.0,0,0,2,2,2.2
1,45,6,6,4,2,0,1836.0,1,0,0,1,3.9
0,6,2,2,1,2,3,514.3209523809523,0,0,0,2,0.4
0,33,2,2,2,0,1,1277.7777777777778,0,0,1,2,1.91
0,1,3,3,3,0,2,1777.7777777777778,0,0,0,1,0.95
0,99,3,3,3,0,1,1651.190476190476,0,0,0,2,1.65
0,83,3,3,3,1,0,2985.7142857142853,1,0,0,2,3.25
0,97,2,2,4,2,3,1464.2619047619046,0,1,0,0,1.1
0,98,2,2,2,2,1,1360.0,0,0,0,2,0.78
0,68,2,3,2,2,3,1402.3809523809523,0,0,0,2,2.5
0,39,2,2,4,1,4,1538.888888888889,0,0,0,2,1.5
0,86,2,2,1,2,4,844.4444444444445,0,0,0,2,0.5
0,50,3,4,4,2,0,2222.222222222222,1,0,2,1,2.75
0,17,3,4,4,0,1,2200.0,1,0,0,0,3.35
0,2,3,2,2,2,0,1501.9047619047617,0,0,0,1,0.75
1,29,4,2,2,1,2,540.0,0,0,0,1,1.44
0,10,3,3,2,1,3,1500.0,1,0,0,2,0.85
0,44,3,3,3,2,3,1700.0,0,0,0,0,1.1
0,107,2,2,1,2,3,610.193531111111,0,0,2,2,0.32
1,11,4,5,3,1,3,5400.0,1,0,0,1,6.8
1,93,4,4,4,1,3,3240.0,1,0,2,1,7.0
1,22,4,4,0,1,2,3000.0,0,0,0,1,3.0
1,33,4,2,2,1,3,1458.0,0,0,0,1,2.58
0,8,4,6,4,0,3,1535.0,1,0,0,0,1.5
0,43,3,3,3,2,3,1435.0,0,0,0,2,0.9
0,28,2,2,1,1,0,995.2380952380952,0,0,2,1,0.55
0,40,3,2,3,1,1,1122.2222222222222,0,0,0,2,1.0
1,18,5,5,2,2,2,1350.0,0,0,0,1,1.5
0,73,3,3,3,2,3,1492.857142857143,1,0,0,1,2.5
0,61,3,3,4,2,2,2118.047619047619,1,0,0,2,3.85
1,57,5,7,4,1,3,5850.0,1,0,2,0,12.25
0,4,2,2,1,2,3,581.4603174603174,0,1,0,0,0.47
0,78,3,3,1,0,3,1568.3015873015872,0,0,0,2,1.37
0,109,2,2,2,2,1,583.3333333333334,0,0,0,2,0.31
1,63,5,6,4,2,3,1512.0,0,0,2,1,3.25
1,31,7,9,4,2,0,9000.0,1,1,1,2,31.5
0,77,2,2,2,0,1,1200.0,0,0,0,1,0.93
1,52,3,3,2,2,2,909.0,0,1,2,2,2.2
1,31,3,3,3,1,2,8829.0,0,0,0,2,3.25
0,5,2,2,0,2,3,1450.0,0,0,0,2,0.8
0,5,3,3,4,2,1,1500.0,0,0,0,2,1.1
0,55,3,4,3,1,3,2061.0,0,0,0,1,2.38
0,97,2,2,3,0,3,1603.2380952380952,0,0,0,1,1.14
0,73,3,3,3,1,3,1500.0,1,0,2,2,2.35
0,9,3,4,4,2,3,1900.0,1,0,0,2,1.45
0,34,2,2,0,2,2,1056.0,0,0,0,2,1.35
0,99,2,2,1,2,1,694.4444444444445,0,0,0,1,0.45
0,106,4,4,3,0,3,2105.0,0,0,0,1,1.25
0,55,3,3,4,2,2,2061.0,0,0,2,2,2.51
0,73,4,4,4,2,3,2194.4444444444443,1,0,1,0,2.77
0,4,3,3,3,2,3,1314.5285714285717,1,0,2,0,1.52
0,4,3,3,3,2,3,1388.095238095238,1,0,0,2,1.3
1,63,6,6,4,1,0,1530.0,0,0,2,1,3.4
0,15,4,5,4,0,3,2650.0,1,0,2,0,3.7
0,97,2,2,3,0,3,1660.0,0,0,0,1,1.17
0,25,1,1,2,2,0,722.2222222222222,0,0,0,2,0.56
0,105,2,2,3,1,4,845.7936507936507,0,0,0,1,0.78
1,64,5,4,4,1,0,1548.0,0,1,2,2,3.15
0,98,3,3,3,2,4,1714.5238095238094,1,0,0,1,1.05
0,73,3,3,3,2,3,1650.0,1,0,0,1,2.55
0,73,3,3,3,2,3,1080.515873015873,1,0,2,2,1.75
0,81,2,2,2,0,0,1415.9523809523807,0,0,0,2,1.6
0,54,4,5,4,2,1,3444.4444444444443,1,0,0,2,4.3
0,10,2,3,3,0,3,978.223232,1,1,0,1,0.98
0,68,2,3,2,1,3,1520.0,0,1,2,0,2.05
0,55,3,3,1,2,0,1471.12,0,1,0,0,1.85
0,4,3,3,3,2,3,1492.857142857143,1,0,0,0,1.45
0,103,2,2,1,1,1,695.5555555555555,0,0,2,1,0.45
0,60,3,4,3,2,4,2659.9999999999995,1,0,1,1,8.25
1,18,5,5,3,2,0,2000.0,0,0,0,1,1.7
0,105,4,3,2,0,1,1983.0,0,0,0,2,0.95
0,6,4,5,4,0,3,7222.222222222222,0,0,0,2,4.45
0,75,1,1,0,1,3,610.0,0,0,0,1,0.8
0,111,2,2,3,1,1,1221.428571428571,0,0,0,2,0.91
0,111,2,2,3,0,4,1183.7301587301586,0,0,0,2,1.01
1,76,4,4,2,2,1,2700.0,0,0,2,0,1.83
0,105,4,4,3,0,3,1938.9047619047617,1,0,0,2,1.25
0,92,2,2,2,0,0,985.2777777777776,0,0,0,2,0.65
0,111,2,2,2,2,3,556.0,0,0,0,1,0.35
0,103,2,2,3,2,2,1199.2063492063492,0,0,0,2,0.64
0,63,1,1,2,2,2,542.8571428571428,0,0,0,2,0.45
0,43,3,3,3,2,4,1628.5714285714284,0,0,0,2,1.0
1,29,2,4,3,2,2,1080.0,0,0,0,1,3.5
0,101,3,3,2,2,4,1473.3333333333333,0,0,0,2,1.13
1,112,1,4,4,2,2,535.0,0,0,0,1,1.2
0,105,4,3,2,0,1,1983.0,0,0,0,1,0.95
0,9,2,2,4,0,1,1235.9047619047617,0,0,0,2,0.9
0,78,3,3,1,0,3,1418.6666666666663,0,0,0,2,1.32
0,11,3,3,3,2,3,2302.6190476190477,1,0,0,2,1.6
0,92,2,2,2,2,3,666.6666666666666,0,0,0,1,0.39
1,60,5,5,2,2,3,2250.0,0,0,0,1,4.0
1,54,4,6,3,2,2,3240.0,1,0,0,1,8.5
0,92,4,6,4,0,3,3800.0,1,0,2,1,4.5
0,92,2,2,1,0,1,704.4444444444445,0,0,1,2,0.5
0,54,5,5,4,2,2,3305.0,1,0,0,2,3.3
0,111,2,2,3,2,3,1153.5714285714284,0,0,0,0,0.71
0,73,4,3,2,1,3,3150.0,1,0,0,1,3.2
0,73,4,4,3,1,3,2194.4444444444443,1,0,2,2,2.8
0,105,3,3,2,2,3,1737.1428571428569,0,0,0,2,1.42
0,57,3,3,3,0,3,1893.6666666666663,0,0,2,2,2.5
0,107,2,2,2,0,3,973.5238095238094,0,0,0,1,0.6
0,10,3,3,4,2,3,1338.29,1,0,2,2,1.68
1,112,5,5,4,2,3,1350.0,0,0,0,1,1.35
0,88,1,2,2,0,4,822.4174603174603,0,0,0,1,1.2
0,55,1,1,1,1,3,500.0,0,0,0,1,0.87
0,109,2,2,1,2,1,599.6031746031746,0,0,0,1,0.3
1,47,4,4,4,1,2,1800.0,0,0,0,1,1.1
0,111,2,2,2,2,3,938.8888888888888,0,0,0,0,0.54
0,105,3,3,3,0,4,2277.777777777778,1,0,0,1,1.25
0,85,2,2,4,0,3,1200.0,0,0,0,0,1.54
0,89,2,2,0,2,4,1295.0,0,0,0,1,0.71
0,98,2,2,1,2,3,667.7777777777777,0,0,0,2,0.41
1,47,2,3,0,1,0,160.0,0,0,0,1,1.25
0,27,3,3,3,2,3,1860.0,0,0,2,2,2.55
0,4,3,3,3,2,3,1690.0,0,0,2,1,2.15
0,92,3,3,4,0,3,1617.0,1,0,1,1,2.3
0,82,2,2,1,2,3,600.0,0,0,2,1,0.55
0,111,3,2,2,1,4,1013.3333333333331,0,0,0,0,0.9
0,70,4,6,3,2,3,3866.2777777777774,1,0,2,0,9.2
1,54,4,4,2,1,3,2340.0,1,0,2,1,5.5
0,76,3,3,2,2,4,1346.2619047619046,0,0,0,1,2.0
0,83,4,4,4,2,0,2600.0,1,0,2,0,3.2
0,39,3,4,4,2,1,129.42,1,0,0,2,1.62
0,70,2,2,2,2,1,1200.0,0,0,1,0,2.45
1,38,4,4,2,1,0,1557.0,1,0,2,2,3.69
0,111,2,2,2,2,1,640.0,0,0,0,2,0.26
1,102,2,3,0,2,2,900.0,0,0,0,1,1.65
0,103,4,4,4,2,3,2138.8571428571427,1,0,0,2,1.6
0,54,4,4,4,1,0,3000.0,0,0,0,1,3.45
0,91,3,3,3,2,0,2046.5714285714284,1,0,0,2,1.6
1,104,4,4,3,1,1,2430.0,0,0,2,1,3.6
0,9,2,2,2,0,3,543.3333333333334,0,0,0,1,0.28
1,33,4,4,0,2,3,3240.0,0,0,0,1,4.5
1,38,2,4,4,2,2,1460.0,0,0,0,1,4.6
0,40,2,2,1,2,1,590.0,0,0,0,1,0.42
0,109,2,2,2,0,1,502.1111111111111,0,0,0,2,0.32
1,98,4,4,4,2,0,3400.0,1,1,2,0,2.5
0,98,3,3,1,2,3,1745.2857142857142,0,0,0,2,1.35
0,74,3,3,3,2,0,2125.0,1,1,2,0,3.5
1,45,4,9,4,1,3,4800.0,0,1,2,0,4.0
0,81,3,3,4,2,1,1900.0,1,0,0,2,1.66
0,92,2,2,3,2,3,1223.0158730158728,0,0,2,2,0.88
0,97,2,2,3,0,3,1483.8095238095236,0,0,0,2,1.07
0,6,1,2,2,1,1,334.75728999999995,0,0,0,2,0.22
0,105,4,4,0,2,3,2040.0,0,0,0,1,1.3
0,108,2,2,3,1,1,1365.0,0,0,0,2,0.82
0,44,4,4,3,0,3,2091.0,0,0,2,0,1.67
0,111,2,2,3,2,1,913.3333333333331,0,0,0,2,0.56
0,74,3,3,3,0,3,1800.0,1,1,0,2,3.2
0,111,2,2,2,2,3,788.8888888888889,0,0,1,1,0.45
0,95,2,2,2,2,3,850.0,0,0,2,0,0.78
1,93,3,3,2,2,1,1700.0,0,0,0,2,1.4
0,108,2,3,3,2,3,1611.111111111111,1,0,0,1,0.95
0,103,2,2,3,2,1,1223.2380952380952,0,0,0,2,0.7
0,109,3,5,3,1,3,1750.0,1,0,0,1,1.08
1,19,4,5,2,1,2,4950.0,0,0,0,1,4.5
0,101,3,3,4,2,4,1944.4444444444443,0,0,0,2,1.7
0,81,2,2,3,2,1,1400.0,0,0,0,2,1.15
0,76,2,2,2,2,3,1500.0,0,1,2,1,1.5
0,33,3,3,2,0,2,1607.7619047619046,1,0,0,2,2.35
0,94,4,4,4,0,0,2576.0,1,0,0,1,2.7
0,55,3,3,2,1,2,2444.4444444444443,0,0,2,0,1.72
0,63,3,3,3,2,0,1910.0,0,0,2,2,1.38
0,14,4,4,3,0,3,3076.190476190476,1,0,0,2,3.25
0,66,4,4,4,0,3,4254.444444444444,1,1,2,0,5.0
0,55,3,3,3,0,3,2030.0,0,0,0,1,2.35
0,57,3,3,3,0,0,2093.0,0,1,2,2,2.51
0,44,4,3,3,2,4,1650.0,0,0,0,2,1.95
0,87,2,2,2,2,3,1057.095238095238,0,0,0,2,0.71
0,92,2,2,2,2,4,1194.4444444444443,0,0,0,1,0.89
0,75,3,3,4,0,0,2236.0,1,0,2,0,2.95
1,47,3,3,1,1,2,57.0,0,0,0,1,0.6
0,4,3,3,3,2,3,1314.5285714285717,1,0,0,2,1.42
0,43,3,3,4,1,3,1833.5714285714284,1,0,0,1,1.43
1,57,4,4,4,1,3,3060.0,1,0,1,0,12.5
1,44,5,5,4,1,3,1900.0,0,0,0,1,2.5
0,107,2,2,0,1,1,757.936507936508,0,0,0,1,0.27
0,92,3,4,4,0,1,1900.0,1,0,1,0,2.26
0,82,2,2,1,2,3,590.1825396825396,0,0,2,1,0.65
0,14,4,5,3,2,3,3076.190476190476,1,0,0,0,3.49
0,101,3,2,3,2,0,1402.3809523809523,0,1,2,2,1.55
1,50,6,7,4,2,3,11286.0,1,0,2,1,27.5
1,11,4,5,4,2,1,2430.0,1,1,0,0,6.44
0,4,3,4,4,2,0,1747.0952380952378,1,0,0,2,1.78
1,6,4,3,1,1,0,1170.0,0,0,0,1,0.6
1,11,4,5,3,1,0,6228.0,0,0,0,2,6.0
0,75,3,4,3,0,3,2015.6031746031745,1,0,2,0,3.4
0,97,3,4,3,2,3,2225.0,0,0,0,1,1.87
0,54,3,3,3,0,0,1869.0,0,0,0,1,3.45
0,99,3,2,2,1,4,663.3333333333334,0,0,0,1,0.5
0,50,4,4,4,0,0,3114.2857142857138,0,0,2,2,3.25
0,44,4,3,4,2,3,2000.0,0,0,2,0,1.6
0,87,3,3,3,0,1,1809.5238095238092,1,0,2,2,2.25
0,17,3,2,2,2,1,1428.6190476190477,0,0,0,1,1.85
0,78,2,2,2,2,4,990.7142857142856,0,0,0,1,0.75
0,111,2,2,2,0,1,588.0952380952381,0,0,0,1,0.28
0,97,2,2,4,2,3,1511.857142857143,0,1,0,0,1.05
0,43,4,5,3,2,3,2342.857142857143,1,0,0,1,1.4
0,71,4,4,0,2,1,3950.0,0,0,0,2,7.8
1,18,3,3,0,1,2,200.0,0,0,0,1,1.7
0,101,2,2,2,2,1,1225.5555555555554,0,1,0,2,1.1
0,98,2,2,1,2,1,1230.4761904761904,0,0,0,2,0.78
0,104,4,3,4,1,3,2577.777777777778,0,0,1,2,1.8
0,93,3,4,2,0,3,1619.5238095238094,1,0,2,2,1.15
0,96,2,2,0,2,3,549.2063492063492,0,0,0,1,0.39
0,10,2,2,2,0,1,1249.4761904761904,0,0,2,2,2.4
0,54,3,3,4,2,3,2395.0,0,0,2,0,3.65
1,75,3,3,3,1,0,277.77777777777777,0,0,0,1,1.85
1,46,1,1,2,2,3,800.0,0,0,0,1,1.8
0,43,3,1,0,1,3,1820.0,0,0,0,1,0.95
0,72,2,2,2,1,4,978.0476190476188,0,0,0,1,1.65
1,13,5,4,1,1,0,2025.0,0,0,0,1,4.0
0,95,3,3,3,2,3,1618.2142857142856,0,1,0,2,1.05
0,96,1,1,1,0,3,386.9285714285714,0,0,1,1,0.27
1,47,3,3,2,1,3,76.0,0,0,0,1,0.67
1,33,4,5,4,2,3,2844.0,1,1,2,2,12.0
0,54,3,4,2,2,3,1525.6507936507935,0,0,0,2,1.78
0,44,4,3,4,2,3,2091.0,0,0,2,0,1.65
0,4,4,5,4,2,3,2600.0,1,0,2,0,2.5
0,39,2,2,3,0,4,1385.0,0,0,0,2,1.25
1,12,3,4,3,2,0,1836.0,0,0,2,1,3.6
0,9,2,2,2,2,3,607.7777777777777,0,0,0,1,0.36
0,15,3,4,2,2,0,2200.0,1,0,0,2,2.58
0,18,3,4,2,1,2,2000.0,1,0,2,1,1.15
0,43,3,3,3,2,3,1350.0,0,0,0,1,1.25
0,14,3,3,4,2,3,1850.0,1,0,2,0,1.8
